Overs,Mdns,Runs,Wkts,Econ,Pos,Inns,Opposition,Ground,Start Date,Match id
DNB,-,-,-,-,-,2,ODI v England,Pune,26 Mar 2021,ODI # 4283
DNB,-,-,-,-,-,2,ODI v England,Pune,28 Mar 2021,ODI # 4284
DNB,-,-,-,-,-,2,Test v New Zealand,Southampton,18 Jun 2021,Test # 2425
DNB,-,-,-,-,-,4,Test v New Zealand,Southampton,18 Jun 2021,Test # 2425
DNB,-,-,-,-,-,1,Test v England,Nottingham,4 Aug 2021,Test # 2428
DNB,-,-,-,-,-,3,Test v England,Nottingham,4 Aug 2021,Test # 2428
DNB,-,-,-,-,-,2,Test v England,Lord's,12 Aug 2021,Test # 2429
DNB,-,-,-,-,-,4,Test v England,Lord's,12 Aug 2021,Test # 2429
DNB,-,-,-,-,-,2,Test v England,Leeds,25 Aug 2021,Test # 2432
DNB,-,-,-,-,-,2,Test v England,The Oval,2 Sep 2021,Test # 2433
DNB,-,-,-,-,-,4,Test v England,The Oval,2 Sep 2021,Test # 2433
DNB,-,-,-,-,-,2,T20I v Pakistan,Dubai (DICS),24 Oct 2021,T20I # 1361
DNB,-,-,-,-,-,2,T20I v New Zealand,Dubai (DICS),31 Oct 2021,T20I # 1381
DNB,-,-,-,-,-,2,T20I v Afghanistan,Abu Dhabi,3 Nov 2021,T20I # 1390
DNB,-,-,-,-,-,1,T20I v Scotland,Dubai (DICS),5 Nov 2021,T20I # 1396
DNB,-,-,-,-,-,1,T20I v Namibia,Dubai (DICS),8 Nov 2021,T20I # 1410
DNB,-,-,-,-,-,2,Test v New Zealand,Wankhede,3 Dec 2021,Test # 2438
DNB,-,-,-,-,-,4,Test v New Zealand,Wankhede,3 Dec 2021,Test # 2438
DNB,-,-,-,-,-,2,Test v South Africa,Centurion,26 Dec 2021,Test # 2443
DNB,-,-,-,-,-,4,Test v South Africa,Centurion,26 Dec 2021,Test # 2443
DNB,-,-,-,-,-,2,Test v South Africa,Cape Town,11 Jan 2022,Test # 2448
DNB,-,-,-,-,-,4,Test v South Africa,Cape Town,11 Jan 2022,Test # 2448
DNB,-,-,-,-,-,1,ODI v South Africa,Paarl,19 Jan 2022,ODI # 4344
DNB,-,-,-,-,-,2,ODI v South Africa,Paarl,21 Jan 2022,ODI # 4346
DNB,-,-,-,-,-,1,ODI v South Africa,Cape Town,23 Jan 2022,ODI # 4349
DNB,-,-,-,-,-,1,ODI v West Indies,Ahmedabad,6 Feb 2022,ODI # 4353
DNB,-,-,-,-,-,2,ODI v West Indies,Ahmedabad,9 Feb 2022,ODI # 4355
DNB,-,-,-,-,-,2,ODI v West Indies,Ahmedabad,11 Feb 2022,ODI # 4356
DNB,-,-,-,-,-,1,T20I v West Indies,Eden Gardens,16 Feb 2022,T20I # 1467
DNB,-,-,-,-,-,2,T20I v West Indies,Eden Gardens,18 Feb 2022,T20I # 1473
DNB,-,-,-,-,-,2,Test v Sri Lanka,Mohali,4 Mar 2022,Test # 2452
DNB,-,-,-,-,-,3,Test v Sri Lanka,Mohali,4 Mar 2022,Test # 2452
DNB,-,-,-,-,-,2,Test v Sri Lanka,Bengaluru,12 Mar 2022,Test # 2456
DNB,-,-,-,-,-,4,Test v Sri Lanka,Bengaluru,12 Mar 2022,Test # 2456
DNB,-,-,-,-,-,2,Test v England,Birmingham,1 Jul 2022,Test # 2470
DNB,-,-,-,-,-,4,Test v England,Birmingham,1 Jul 2022,Test # 2470
DNB,-,-,-,-,-,2,T20I v England,Birmingham,9 Jul 2022,T20I # 1628
DNB,-,-,-,-,-,1,T20I v England,Nottingham,10 Jul 2022,T20I # 1631
DNB,-,-,-,-,-,1,ODI v England,Lord's,14 Jul 2022,ODI # 4428
DNB,-,-,-,-,-,1,ODI v England,Manchester,17 Jul 2022,ODI # 4433
DNB,-,-,-,-,-,1,T20I v Pakistan,Dubai (DICS),28 Aug 2022,T20I # 1750
1.0,0,6,0,6.00,6,2,T20I v Hong Kong,Dubai (DICS),31 Aug 2022,T20I # 1754
DNB,-,-,-,-,-,2,T20I v Pakistan,Dubai (DICS),4 Sep 2022,T20I # 1758
DNB,-,-,-,-,-,2,T20I v Sri Lanka,Dubai (DICS),6 Sep 2022,T20I # 1759
DNB,-,-,-,-,-,2,T20I v Afghanistan,Dubai (DICS),8 Sep 2022,T20I # 1761
DNB,-,-,-,-,-,2,T20I v Australia,Mohali,20 Sep 2022,T20I # 1788
DNB,-,-,-,-,-,1,T20I v Australia,Nagpur,23 Sep 2022,T20I # 1794
DNB,-,-,-,-,-,1,T20I v Australia,Hyderabad,25 Sep 2022,T20I # 1796
DNB,-,-,-,-,-,1,T20I v South Africa,Thiruvananthapuram,28 Sep 2022,T20I # 1800
DNB,-,-,-,-,-,2,T20I v South Africa,Guwahati,2 Oct 2022,T20I # 1803
DNB,-,-,-,-,-,1,T20I v Pakistan,Melbourne,23 Oct 2022,T20I # 1842
DNB,-,-,-,-,-,2,T20I v Netherlands,Sydney,27 Oct 2022,T20I # 1848
DNB,-,-,-,-,-,2,T20I v South Africa,Perth,30 Oct 2022,T20I # 1853
DNB,-,-,-,-,-,2,T20I v Bangladesh,Adelaide,2 Nov 2022,T20I # 1860
DNB,-,-,-,-,-,2,T20I v Zimbabwe,Melbourne,6 Nov 2022,T20I # 1873
DNB,-,-,-,-,-,2,T20I v England,Adelaide,10 Nov 2022,T20I # 1878
DNB,-,-,-,-,-,2,ODI v Bangladesh,Mirpur,4 Dec 2022,ODI # 4493
DNB,-,-,-,-,-,1,ODI v Bangladesh,Mirpur,7 Dec 2022,ODI # 4496
DNB,-,-,-,-,-,2,ODI v Bangladesh,Chattogram,10 Dec 2022,ODI # 4499
DNB,-,-,-,-,-,2,Test v Bangladesh,Chattogram,14 Dec 2022,Test # 2481
DNB,-,-,-,-,-,4,Test v Bangladesh,Chattogram,14 Dec 2022,Test # 2481
DNB,-,-,-,-,-,1,Test v Bangladesh,Mirpur,22 Dec 2022,Test # 2484
DNB,-,-,-,-,-,3,Test v Bangladesh,Mirpur,22 Dec 2022,Test # 2484
DNB,-,-,-,-,-,2,ODI v Sri Lanka,Guwahati,10 Jan 2023,ODI # 4501
DNB,-,-,-,-,-,1,ODI v Sri Lanka,Eden Gardens,12 Jan 2023,ODI # 4503
DNB,-,-,-,-,-,2,ODI v Sri Lanka,Thiruvananthapuram,15 Jan 2023,ODI # 4505
DNB,-,-,-,-,-,2,ODI v New Zealand,Hyderabad,18 Jan 2023,ODI # 4507
DNB,-,-,-,-,-,1,ODI v New Zealand,Raipur,21 Jan 2023,ODI # 4509
DNB,-,-,-,-,-,2,ODI v New Zealand,Indore,24 Jan 2023,ODI # 4511
DNB,-,-,-,-,-,1,Test v Australia,Nagpur,9 Feb 2023,Test # 2490
DNB,-,-,-,-,-,3,Test v Australia,Nagpur,9 Feb 2023,Test # 2490
DNB,-,-,-,-,-,1,Test v Australia,Delhi,17 Feb 2023,Test # 2493
DNB,-,-,-,-,-,3,Test v Australia,Delhi,17 Feb 2023,Test # 2493
DNB,-,-,-,-,-,2,Test v Australia,Indore,1 Mar 2023,Test # 2496
DNB,-,-,-,-,-,4,Test v Australia,Indore,1 Mar 2023,Test # 2496
DNB,-,-,-,-,-,1,Test v Australia,Ahmedabad,9 Mar 2023,Test # 2499
DNB,-,-,-,-,-,3,Test v Australia,Ahmedabad,9 Mar 2023,Test # 2499
DNB,-,-,-,-,-,1,ODI v Australia,Wankhede,17 Mar 2023,ODI # 4538
DNB,-,-,-,-,-,2,ODI v Australia,Visakhapatnam,19 Mar 2023,ODI # 4541
DNB,-,-,-,-,-,1,ODI v Australia,Chennai,22 Mar 2023,ODI # 4545
DNB,-,-,-,-,-,1,Test v Australia,The Oval,7 Jun 2023,Test # 2505
DNB,-,-,-,-,-,3,Test v Australia,The Oval,7 Jun 2023,Test # 2505
DNB,-,-,-,-,-,1,Test v West Indies,Roseau,12 Jul 2023,Test # 2510
DNB,-,-,-,-,-,3,Test v West Indies,Roseau,12 Jul 2023,Test # 2510
DNB,-,-,-,-,-,2,Test v West Indies,Port of Spain,20 Jul 2023,Test # 2513
DNB,-,-,-,-,-,4,Test v West Indies,Port of Spain,20 Jul 2023,Test # 2513
DNB,-,-,-,-,-,1,ODI v West Indies,Bridgetown,27 Jul 2023,ODI # 4622
TDNB,-,-,-,-,-,-,ODI v Pakistan,Pallekele,2 Sep 2023,ODI # 4630
DNB,-,-,-,-,-,1,ODI v Nepal,Pallekele,4 Sep 2023,ODI # 4632
DNB,-,-,-,-,-,2,ODI v Pakistan,Colombo (RPS),10 Sep 2023,ODI # 4639
DNB,-,-,-,-,-,2,ODI v Sri Lanka,Colombo (RPS),12 Sep 2023,ODI # 4641
DNB,-,-,-,-,-,1,ODI v Sri Lanka,Colombo (RPS),17 Sep 2023,ODI # 4649
DNB,-,-,-,-,-,1,ODI v Australia,Rajkot,27 Sep 2023,ODI # 4657
DNB,-,-,-,-,-,1,ODI v Australia,Chennai,8 Oct 2023,ODI # 4662
DNB,-,-,-,-,-,1,ODI v Afghanistan,Delhi,11 Oct 2023,ODI # 4666
DNB,-,-,-,-,-,1,ODI v Pakistan,Ahmedabad,14 Oct 2023,ODI # 4669
0.3,0,2,0,4.00,4,1,ODI v Bangladesh,Pune,19 Oct 2023,ODI # 4674
DNB,-,-,-,-,-,1,ODI v New Zealand,Dharamsala,22 Oct 2023,ODI # 4678
DNB,-,-,-,-,-,2,ODI v England,Lucknow,29 Oct 2023,ODI # 4686
DNB,-,-,-,-,-,2,ODI v Sri Lanka,Wankhede,2 Nov 2023,ODI # 4690
DNB,-,-,-,-,-,2,ODI v South Africa,Eden Gardens,5 Nov 2023,ODI # 4694
3.0,0,13,1,4.33,6,2,ODI v Netherlands,Bengaluru,12 Nov 2023,ODI # 4702
DNB,-,-,-,-,-,2,ODI v New Zealand,Wankhede,15 Nov 2023,ODI # 4703
DNB,-,-,-,-,-,2,ODI v Australia,Ahmedabad,19 Nov 2023,ODI # 4705
DNB,-,-,-,-,-,2,Test v South Africa,Centurion,26 Dec 2023,Test # 2520
DNB,-,-,-,-,-,1,Test v South Africa,Cape Town,3 Jan 2024,Test # 2522
DNB,-,-,-,-,-,3,Test v South Africa,Cape Town,3 Jan 2024,Test # 2522
DNB,-,-,-,-,-,1,T20I v Afghanistan,Indore,14 Jan 2024,T20I # 2431
DNB,-,-,-,-,-,2,T20I v Afghanistan,Bengaluru,17 Jan 2024,T20I # 2435
DNB,-,-,-,-,-,1,T20I v Ireland,New York,5 Jun 2024,T20I # 2639
DNB,-,-,-,-,-,2,T20I v Pakistan,New York,9 Jun 2024,T20I # 2658
DNB,-,-,-,-,-,1,T20I v U.S.A.,New York,12 Jun 2024,T20I # 2671
DNB,-,-,-,-,-,2,T20I v Afghanistan,Bridgetown,20 Jun 2024,T20I # 2710
DNB,-,-,-,-,-,2,T20I v Bangladesh,North Sound,22 Jun 2024,T20I # 2716
DNB,-,-,-,-,-,2,T20I v Australia,Gros Islet,24 Jun 2024,T20I # 2721
DNB,-,-,-,-,-,2,T20I v England,Providence,27 Jun 2024,T20I # 2724
DNB,-,-,-,-,-,2,T20I v South Africa,Bridgetown,29 Jun 2024,T20I # 2729
DNB,-,-,-,-,-,1,ODI v Sri Lanka,Colombo (RPS),2 Aug 2024,ODI # 4752
DNB,-,-,-,-,-,1,ODI v Sri Lanka,Colombo (RPS),4 Aug 2024,ODI # 4753
DNB,-,-,-,-,-,1,ODI v Sri Lanka,Colombo (RPS),7 Aug 2024,ODI # 4754
DNB,-,-,-,-,-,2,Test v Bangladesh,Chennai,19 Sep 2024,Test # 2550
DNB,-,-,-,-,-,4,Test v Bangladesh,Chennai,19 Sep 2024,Test # 2550
DNB,-,-,-,-,-,1,Test v Bangladesh,Kanpur,27 Sep 2024,Test # 2552
DNB,-,-,-,-,-,3,Test v Bangladesh,Kanpur,27 Sep 2024,Test # 2552
DNB,-,-,-,-,-,2,Test v New Zealand,Bengaluru,16 Oct 2024,Test # 2555
DNB,-,-,-,-,-,4,Test v New Zealand,Bengaluru,16 Oct 2024,Test # 2555
DNB,-,-,-,-,-,1,Test v New Zealand,Pune,24 Oct 2024,Test # 2557
DNB,-,-,-,-,-,3,Test v New Zealand,Pune,24 Oct 2024,Test # 2557
DNB,-,-,-,-,-,1,Test v New Zealand,Wankhede,1 Nov 2024,Test # 2560
DNB,-,-,-,-,-,3,Test v New Zealand,Wankhede,1 Nov 2024,Test # 2560
DNB,-,-,-,-,-,2,Test v Australia,Perth,22 Nov 2024,Test # 2561
DNB,-,-,-,-,-,4,Test v Australia,Perth,22 Nov 2024,Test # 2561
DNB,-,-,-,-,-,2,Test v Australia,Adelaide,6 Dec 2024,Test # 2568
DNB,-,-,-,-,-,4,Test v Australia,Adelaide,6 Dec 2024,Test # 2568
DNB,-,-,-,-,-,1,Test v Australia,Brisbane,14 Dec 2024,Test # 2570
DNB,-,-,-,-,-,3,Test v Australia,Brisbane,14 Dec 2024,Test # 2570
DNB,-,-,-,-,-,1,Test v Australia,Melbourne,26 Dec 2024,Test # 2571
DNB,-,-,-,-,-,3,Test v Australia,Melbourne,26 Dec 2024,Test # 2571
DNB,-,-,-,-,-,2,Test v Australia,Sydney,3 Jan 2025,Test # 2575
DNB,-,-,-,-,-,4,Test v Australia,Sydney,3 Jan 2025,Test # 2575
DNB,-,-,-,-,-,1,ODI v England,Cuttack,9 Feb 2025,ODI # 4828
DNB,-,-,-,-,-,2,ODI v England,Ahmedabad,12 Feb 2025,ODI # 4833
